timestamp,temperature,humidity,wind_speed,precipitation_type
2022-01-04 23:00:00,-2.4,82.5,5.1,thunderstorm
2022-01-05 00:00:00,0.7,86.9,12.1,clear
2022-01-05 01:00:00,1.7,56.3,11.9,rain
2022-01-05 02:00:00,-1.2,84.3,14.1,rain
2022-01-05 03:00:00,0.2,60.9,1.7,clear
2022-01-05 04:00:00,2.6,69.7,14.6,snow
2022-01-05 05:00:00,1.0,85.3,2.9,rain
2022-01-05 06:00:00,5.2,74.4,1.2,rain
2022-01-05 07:00:00,4.3,68.9,23.3,clear
2022-01-05 08:00:00,7.2,43.9,5.2,rain
2022-01-05 09:00:00,8.8,52.7,12.9,clear
2022-01-05 10:00:00,7.8,66.1,12.6,clear
2022-01-05 11:00:00,8.5,44.8,18.1,clear
2022-01-05 12:00:00,12.7,65.1,8.7,clear
2022-01-05 13:00:00,8.8,52.1,16.2,clear
2022-01-05 14:00:00,8.9,75.4,1.1,clear
2022-01-05 15:00:00,7.5,45.5,3.2,clear
2022-01-05 16:00:00,9.7,67.9,14.2,clear
2022-01-05 17:00:00,8.6,45.9,8.7,clear
2022-01-05 18:00:00,6.7,58.8,8.8,clear
2022-01-05 19:00:00,4.0,70.7,11.8,rain
2022-01-05 20:00:00,0.0,86.8,3.5,clear
2022-01-05 21:00:00,-1.2,69.3,16.8,clear
2022-01-05 22:00:00,0.7,74.0,7.7,clear
2022-01-05 23:00:00,-1.9,67.3,20.9,clear
2022-01-06 00:00:00,2.5,50.1,9.2,clear
2022-01-06 01:00:00,-0.7,61.4,13.2,clear
2022-01-06 02:00:00,1.8,77.4,4.4,clear
2022-01-06 03:00:00,1.3,72.9,22.6,clear
2022-01-06 04:00:00,2.9,71.7,7.4,clear
2022-01-06 05:00:00,6.6,75.5,13.8,rain
2022-01-06 06:00:00,2.5,52.4,18.0,clear
2022-01-06 07:00:00,5.2,64.3,12.5,hail
2022-01-06 08:00:00,8.3,58.5,22.7,clear
2022-01-06 09:00:00,5.7,54.1,8.7,clear
2022-01-06 10:00:00,10.8,55.3,23.9,clear
2022-01-06 11:00:00,11.5,47.0,6.1,clear
2022-01-06 12:00:00,8.0,73.3,22.1,clear
2022-01-06 13:00:00,11.8,68.3,24.1,sleet
2022-01-06 14:00:00,6.9,72.4,9.4,rain
2022-01-06 15:00:00,8.5,40.2,1.2,clear
2022-01-06 16:00:00,4.7,43.5,1.1,clear
2022-01-06 17:00:00,6.0,71.1,21.4,clear
2022-01-06 18:00:00,7.6,55.0,15.7,rain
2022-01-06 19:00:00,2.7,52.8,22.2,rain
2022-01-06 20:00:00,5.0,76.4,8.1,clear
2022-01-06 21:00:00,1.6,57.3,5.7,rain
2022-01-06 22:00:00,2.2,66.8,15.6,clear
2022-01-06 23:00:00,2.8,55.0,14.0,clear
2022-01-07 00:00:00,1.5,66.9,15.7,clear
2022-01-07 01:00:00,-2.0,53.5,9.0,clear
2022-01-07 02:00:00,-0.1,74.5,23.5,clear
2022-01-07 03:00:00,-0.4,89.6,24.2,clear
2022-01-07 04:00:00,3.1,83.4,24.6,clear
2022-01-07 05:00:00,3.3,71.7,10.5,thunderstorm
2022-01-07 06:00:00,7.7,61.6,2.6,clear
2022-01-07 07:00:00,4.2,52.3,5.2,clear
2022-01-07 08:00:00,10.2,76.9,19.0,clear
2022-01-07 09:00:00,9.6,65.1,13.8,clear
2022-01-07 10:00:00,7.8,46.3,2.6,clear
2022-01-07 11:00:00,8.9,66.9,20.4,clear
2022-01-07 12:00:00,9.9,60.3,7.5,rain
2022-01-07 13:00:00,8.7,68.1,14.6,clear
2022-01-07 14:00:00,8.4,73.4,2.5,hail
2022-01-07 15:00:00,6.2,47.1,3.6,rain
2022-01-07 16:00:00,6.7,70.6,21.7,clear
2022-01-07 17:00:00,6.8,50.8,12.1,clear
2022-01-07 18:00:00,7.7,54.6,8.9,rain
2022-01-07 19:00:00,3.7,74.6,21.0,thunderstorm
2022-01-07 20:00:00,3.6,88.5,18.3,clear
2022-01-07 21:00:00,-0.7,75.4,14.6,rain
2022-01-07 22:00:00,-1.5,72.7,0.7,clear
2022-01-07 23:00:00,-2.4,73.1,2.6,clear
2022-01-08 00:00:00,-1.4,50.2,4.8,rain
2022-01-08 01:00:00,-2.6,82.6,23.8,clear
2022-01-08 02:00:00,3.2,66.9,18.8,clear
2022-01-08 03:00:00,2.8,55.3,8.6,clear
2022-01-08 04:00:00,3.3,78.7,17.9,hail
2022-01-08 05:00:00,2.2,59.6,1.8,clear
2022-01-08 06:00:00,7.5,59.3,4.0,clear
2022-01-08 07:00:00,6.4,55.9,7.0,clear
2022-01-08 08:00:00,5.3,56.2,8.9,rain
2022-01-08 09:00:00,10.3,65.0,11.3,clear
2022-01-08 10:00:00,8.0,71.6,23.0,hail
2022-01-08 11:00:00,11.9,47.5,7.4,rain
2022-01-08 12:00:00,11.8,77.0,17.7,clear
2022-01-08 13:00:00,9.6,46.2,4.7,sleet
2022-01-08 14:00:00,9.6,72.7,3.9,clear
2022-01-08 15:00:00,9.7,40.8,10.1,rain
2022-01-08 16:00:00,10.3,67.6,16.3,clear
2022-01-08 17:00:00,8.4,68.3,3.0,clear
2022-01-08 18:00:00,7.6,74.7,7.0,hail
2022-01-08 19:00:00,2.7,87.4,4.5,sleet
2022-01-08 20:00:00,5.4,64.3,11.7,rain
2022-01-08 21:00:00,1.9,71.0,7.8,clear
2022-01-08 22:00:00,-2.1,71.8,20.2,rain
2022-01-08 23:00:00,-0.2,60.1,0.8,clear
2022-01-09 00:00:00,-0.0,59.2,12.0,clear
2022-01-09 01:00:00,-0.7,72.9,16.4,clear
2022-01-09 02:00:00,0.6,57.6,16.7,clear
2022-01-09 03:00:00,3.2,68.5,17.6,clear
2022-01-09 04:00:00,2.1,77.3,21.3,snow
2022-01-09 05:00:00,2.6,67.5,12.6,clear
2022-01-09 06:00:00,6.8,40.1,14.9,clear
2022-01-09 07:00:00,5.4,63.9,21.5,clear
2022-01-09 08:00:00,4.9,59.7,12.0,clear
2022-01-09 09:00:00,7.0,46.9,21.2,clear
2022-01-09 10:00:00,7.9,51.2,3.7,thunderstorm
2022-01-09 11:00:00,11.6,77.6,11.7,clear
2022-01-09 12:00:00,9.4,51.1,12.6,clear
2022-01-09 13:00:00,8.7,53.1,2.0,rain
2022-01-09 14:00:00,6.8,67.3,23.9,hail
2022-01-09 15:00:00,6.3,60.5,15.7,clear
2022-01-09 16:00:00,7.7,71.7,22.6,clear
2022-01-09 17:00:00,6.4,61.0,22.1,clear
2022-01-09 18:00:00,7.5,44.2,9.6,clear
2022-01-09 19:00:00,2.5,85.8,6.0,thunderstorm
2022-01-09 20:00:00,2.2,86.8,16.4,clear
2022-01-09 21:00:00,0.7,59.6,0.7,thunderstorm
2022-01-09 22:00:00,2.4,60.9,9.9,clear
2022-01-09 23:00:00,2.9,50.9,11.0,clear
2022-01-10 00:00:00,1.3,86.2,13.9,snow
2022-01-10 01:00:00,1.2,60.4,4.6,rain
2022-01-10 02:00:00,-1.0,68.6,24.2,rain
2022-01-10 03:00:00,0.7,87.3,11.1,thunderstorm
2022-01-10 04:00:00,0.3,85.0,17.6,hail
2022-01-10 05:00:00,3.2,82.5,15.7,clear
2022-01-10 06:00:00,3.4,54.3,19.1,clear
2022-01-10 07:00:00,9.2,45.3,8.0,clear
2022-01-10 08:00:00,7.3,79.1,6.6,clear
2022-01-10 09:00:00,6.7,45.6,2.3,rain
2022-01-10 10:00:00,9.6,46.1,16.6,clear
2022-01-10 11:00:00,8.4,41.9,22.0,clear
2022-01-10 12:00:00,9.1,46.9,22.7,clear
2022-01-10 13:00:00,11.0,68.9,12.0,clear
2022-01-10 14:00:00,8.0,54.0,23.0,rain
2022-01-10 15:00:00,6.1,71.5,19.6,clear
2022-01-10 16:00:00,7.7,55.2,8.0,clear
2022-01-10 17:00:00,6.5,54.4,15.2,clear
2022-01-10 18:00:00,6.4,45.4,7.3,clear
2022-01-10 19:00:00,0.8,76.8,18.6,hail
2022-01-10 20:00:00,1.5,79.9,7.0,clear
2022-01-10 21:00:00,2.0,85.2,6.3,clear
2022-01-10 22:00:00,-0.0,61.7,11.1,rain
2022-01-10 23:00:00,-2.5,85.4,7.0,clear
2022-01-11 00:00:00,1.4,60.5,7.4,clear
2022-01-11 01:00:00,-1.5,75.1,16.0,sleet
2022-01-11 02:00:00,1.3,51.5,0.4,clear
2022-01-11 03:00:00,3.4,64.9,24.7,rain
2022-01-11 04:00:00,0.9,71.9,17.6,clear
2022-01-11 05:00:00,1.4,56.6,3.6,clear
2022-01-11 06:00:00,2.7,62.0,14.4,clear
2022-01-11 07:00:00,7.8,61.2,18.5,clear
2022-01-11 08:00:00,9.5,45.4,16.8,clear
2022-01-11 09:00:00,6.0,42.0,10.8,clear
2022-01-11 10:00:00,10.5,62.5,3.6,clear
2022-01-11 11:00:00,11.4,54.3,19.7,sleet
2022-01-11 12:00:00,7.0,43.2,5.7,clear
2022-01-11 13:00:00,11.4,77.1,12.0,thunderstorm
2022-01-11 14:00:00,6.5,46.7,22.3,clear
2022-01-11 15:00:00,9.0,72.0,4.1,clear
2022-01-11 16:00:00,5.8,71.6,12.4,rain
2022-01-11 17:00:00,6.3,59.8,19.4,rain
2022-01-11 18:00:00,2.5,66.2,19.5,clear
2022-01-11 19:00:00,6.4,57.5,6.4,clear
2022-01-11 20:00:00,1.8,52.8,8.7,clear
2022-01-11 21:00:00,2.9,58.2,9.7,clear
2022-01-11 22:00:00,3.0,82.6,7.6,clear
2022-01-11 23:00:00,-1.8,77.7,3.1,clear
2022-01-12 00:00:00,-0.0,67.2,20.0,clear
2022-01-12 01:00:00,-2.2,58.3,17.1,clear
2022-01-12 02:00:00,2.1,53.3,23.0,clear
2022-01-12 03:00:00,-0.8,77.9,8.2,clear
2022-01-12 04:00:00,0.9,57.6,12.6,rain
2022-01-12 05:00:00,3.1,77.4,23.3,clear
2022-01-12 06:00:00,6.6,58.3,15.6,clear
2022-01-12 07:00:00,4.8,71.0,2.9,clear
2022-01-12 08:00:00,8.6,46.3,13.8,thunderstorm
2022-01-12 09:00:00,9.4,54.4,15.8,clear
2022-01-12 10:00:00,7.5,42.7,18.9,clear
2022-01-12 11:00:00,12.8,67.5,21.8,clear
2022-01-12 12:00:00,9.9,62.0,17.5,clear
2022-01-12 13:00:00,8.6,60.2,18.4,clear
2022-01-12 14:00:00,11.9,56.4,9.8,clear
2022-01-12 15:00:00,7.0,42.6,3.5,clear
2022-01-12 16:00:00,4.8,40.4,0.0,rain
2022-01-12 17:00:00,5.0,54.1,14.6,clear
2022-01-12 18:00:00,3.1,62.3,10.2,clear
2022-01-12 19:00:00,1.5,56.8,5.0,thunderstorm
2022-01-12 20:00:00,3.6,67.4,5.8,clear
2022-01-12 21:00:00,3.7,78.6,22.9,clear
2022-01-12 22:00:00,-0.5,61.0,23.3,clear
2022-01-12 23:00:00,-0.3,73.6,16.1,clear
2022-01-13 00:00:00,-1.5,74.8,21.5,clear
2022-01-13 01:00:00,-2.2,71.4,16.0,clear
2022-01-13 02:00:00,1.0,67.4,6.5,rain
2022-01-13 03:00:00,1.2,76.5,6.7,clear
2022-01-13 04:00:00,1.2,86.6,20.3,clear
2022-01-13 05:00:00,1.4,52.7,14.1,clear
2022-01-13 06:00:00,7.5,69.0,4.7,clear
2022-01-13 07:00:00,4.5,67.1,4.6,hail
2022-01-13 08:00:00,7.5,66.1,5.9,hail
2022-01-13 09:00:00,8.6,71.7,1.6,rain
2022-01-13 10:00:00,7.9,65.2,23.6,clear
2022-01-13 11:00:00,8.0,44.9,1.9,rain
2022-01-13 12:00:00,8.2,66.5,18.5,rain
2022-01-13 13:00:00,10.8,72.7,12.7,clear
2022-01-13 14:00:00,10.2,78.8,12.4,rain
2022-01-13 15:00:00,9.8,52.7,2.4,clear
2022-01-13 16:00:00,10.1,55.2,11.5,rain
2022-01-13 17:00:00,5.0,73.1,20.8,clear
2022-01-13 18:00:00,7.6,60.4,9.2,clear
2022-01-13 19:00:00,1.3,52.5,14.1,rain
2022-01-13 20:00:00,1.9,88.9,23.7,clear
2022-01-13 21:00:00,0.8,57.6,6.4,clear
2022-01-13 22:00:00,2.7,75.4,22.5,clear
2022-01-13 23:00:00,2.1,72.2,17.4,snow
2022-01-14 00:00:00,-2.7,88.5,17.9,clear
2022-01-14 01:00:00,1.8,73.7,7.2,clear
2022-01-14 02:00:00,3.6,69.3,13.1,snow
2022-01-14 03:00:00,1.7,70.9,2.4,rain
2022-01-14 04:00:00,3.8,70.7,11.7,thunderstorm
2022-01-14 05:00:00,5.6,80.7,24.8,clear
2022-01-14 06:00:00,5.4,74.4,7.8,rain
2022-01-14 07:00:00,5.6,47.4,19.1,rain
2022-01-14 08:00:00,9.1,54.1,3.5,clear
2022-01-14 09:00:00,6.2,42.9,0.9,clear
2022-01-14 10:00:00,10.0,41.9,7.7,thunderstorm
2022-01-14 11:00:00,8.4,56.4,13.6,clear
2022-01-14 12:00:00,10.3,52.6,0.5,clear
2022-01-14 13:00:00,9.4,63.7,1.5,sleet
2022-01-14 14:00:00,6.9,64.6,0.6,clear
2022-01-14 15:00:00,10.7,46.2,11.5,rain
2022-01-14 16:00:00,8.9,40.5,23.9,clear
2022-01-14 17:00:00,9.2,48.6,1.6,clear
2022-01-14 18:00:00,3.2,55.9,17.7,thunderstorm
2022-01-14 19:00:00,0.9,80.8,23.4,sleet
2022-01-14 20:00:00,-0.4,64.6,8.6,clear
2022-01-14 21:00:00,1.0,55.8,24.7,snow
2022-01-14 22:00:00,-0.0,81.0,23.9,clear
2022-01-14 23:00:00,2.4,72.1,4.8,rain
2022-01-15 00:00:00,-1.8,82.4,2.8,rain
2022-01-15 01:00:00,0.1,58.2,9.6,clear
2022-01-15 02:00:00,-1.8,70.9,24.9,clear
2022-01-15 03:00:00,3.0,65.2,16.2,snow
2022-01-15 04:00:00,1.5,67.0,9.8,snow
2022-01-15 05:00:00,3.8,77.7,4.8,clear
2022-01-15 06:00:00,4.6,79.9,21.4,rain
2022-01-15 07:00:00,7.6,57.2,20.0,rain
2022-01-15 08:00:00,5.0,56.8,0.7,clear
2022-01-15 09:00:00,11.1,41.5,16.0,clear
2022-01-15 10:00:00,8.6,57.7,20.1,clear
2022-01-15 11:00:00,7.6,48.7,9.9,clear
2022-01-15 12:00:00,10.8,63.9,12.4,rain
2022-01-15 13:00:00,6.9,47.0,16.3,rain
2022-01-15 14:00:00,7.4,52.2,0.4,sleet
2022-01-15 15:00:00,6.1,48.5,24.0,clear
2022-01-15 16:00:00,6.3,64.3,23.5,rain
2022-01-15 17:00:00,4.6,47.7,17.2,clear
2022-01-15 18:00:00,3.4,78.6,22.4,clear
2022-01-15 19:00:00,4.4,78.2,7.6,clear
2022-01-15 20:00:00,0.9,67.8,8.2,clear
2022-01-15 21:00:00,3.9,83.0,3.5,hail
2022-01-15 22:00:00,1.7,50.5,6.8,clear
2022-01-15 23:00:00,0.4,76.7,5.8,clear
2022-01-16 00:00:00,-2.4,81.0,5.0,rain
2022-01-16 01:00:00,0.2,87.1,9.5,clear
2022-01-16 02:00:00,3.6,53.4,15.0,clear
2022-01-16 03:00:00,2.0,70.6,7.4,clear
2022-01-16 04:00:00,4.7,70.7,16.4,clear
2022-01-16 05:00:00,0.7,85.4,20.0,hail
2022-01-16 06:00:00,5.4,64.7,14.5,clear
2022-01-16 07:00:00,8.9,63.9,13.6,clear
2022-01-16 08:00:00,8.8,66.5,1.6,clear
2022-01-16 09:00:00,7.8,73.4,21.8,rain
2022-01-16 10:00:00,10.1,51.2,9.2,hail
2022-01-16 11:00:00,9.4,78.6,4.0,clear
2022-01-16 12:00:00,10.5,42.2,17.0,clear
2022-01-16 13:00:00,11.4,67.6,22.3,clear
2022-01-16 14:00:00,11.4,79.5,8.3,rain
2022-01-16 15:00:00,5.7,53.3,4.1,clear
2022-01-16 16:00:00,7.7,57.8,13.0,clear
2022-01-16 17:00:00,4.2,46.1,23.8,snow
2022-01-16 18:00:00,5.0,70.5,4.4,rain
2022-01-16 19:00:00,1.7,75.6,13.3,sleet
2022-01-16 20:00:00,1.6,83.5,18.4,clear
2022-01-16 21:00:00,0.1,59.2,21.6,clear
2022-01-16 22:00:00,1.8,79.0,2.1,clear
2022-01-16 23:00:00,-1.1,89.5,18.4,clear
2022-01-17 00:00:00,0.2,61.6,11.5,clear
2022-01-17 01:00:00,2.7,68.7,9.2,thunderstorm
2022-01-17 02:00:00,-0.5,85.4,6.0,clear
2022-01-17 03:00:00,1.8,55.7,11.6,clear
2022-01-17 04:00:00,2.5,62.0,15.6,clear
2022-01-17 05:00:00,2.2,75.1,20.0,rain
2022-01-17 06:00:00,3.8,54.8,7.8,clear
2022-01-17 07:00:00,9.1,78.8,16.8,rain
2022-01-17 08:00:00,9.8,44.5,8.7,clear
2022-01-17 09:00:00,10.3,60.6,19.7,clear
2022-01-17 10:00:00,10.0,49.3,20.9,clear
2022-01-17 11:00:00,8.5,55.8,10.3,clear
2022-01-17 12:00:00,7.4,49.1,5.9,clear
2022-01-17 13:00:00,10.9,54.3,23.3,sleet
2022-01-17 14:00:00,10.1,40.4,20.7,clear
2022-01-17 15:00:00,10.9,64.3,4.7,sleet
2022-01-17 16:00:00,6.8,45.2,12.6,clear
2022-01-17 17:00:00,5.0,51.7,2.5,rain
2022-01-17 18:00:00,6.0,62.1,14.8,clear
2022-01-17 19:00:00,5.3,66.5,4.8,clear
2022-01-17 20:00:00,1.7,82.2,12.5,clear
2022-01-17 21:00:00,4.0,85.5,15.1,hail
2022-01-17 22:00:00,2.7,67.1,9.3,sleet
2022-01-17 23:00:00,-2.0,79.4,19.1,thunderstorm
2022-01-18 00:00:00,-2.7,86.4,17.3,rain
2022-01-18 01:00:00,1.0,61.4,9.8,clear
2022-01-18 02:00:00,2.5,88.3,17.7,clear
2022-01-18 03:00:00,-0.7,76.2,2.7,hail
2022-01-18 04:00:00,2.9,67.8,23.0,clear
2022-01-18 05:00:00,2.7,51.9,8.4,thunderstorm
2022-01-18 06:00:00,5.0,44.2,23.6,thunderstorm
2022-01-18 07:00:00,7.5,43.0,22.6,clear
2022-01-18 08:00:00,4.7,61.2,24.4,clear
2022-01-18 09:00:00,6.6,48.4,18.9,hail
2022-01-18 10:00:00,9.8,61.8,2.9,clear
2022-01-18 11:00:00,8.6,66.0,11.0,rain
2022-01-18 12:00:00,10.9,75.0,7.0,clear
2022-01-18 13:00:00,11.0,52.2,12.8,clear
2022-01-18 14:00:00,12.2,47.8,17.3,clear
2022-01-18 15:00:00,6.0,77.8,6.8,thunderstorm
2022-01-18 16:00:00,8.1,41.0,8.8,rain
2022-01-18 17:00:00,7.8,62.2,16.7,clear
2022-01-18 18:00:00,3.1,68.9,14.6,snow
2022-01-18 19:00:00,2.3,62.5,10.8,clear
2022-01-18 20:00:00,0.9,62.1,6.8,clear
2022-01-18 21:00:00,2.5,69.8,14.6,sleet
2022-01-18 22:00:00,0.8,55.1,23.0,hail
2022-01-18 23:00:00,3.2,55.0,10.1,clear
2022-01-19 00:00:00,-0.1,61.4,14.0,hail
2022-01-19 01:00:00,2.7,76.9,7.4,rain
2022-01-19 02:00:00,1.1,89.7,12.4,clear
2022-01-19 03:00:00,0.7,82.9,11.8,snow
2022-01-19 04:00:00,3.0,71.9,4.2,clear
2022-01-19 05:00:00,3.4,87.0,12.1,clear
2022-01-19 06:00:00,4.7,79.9,8.6,clear
2022-01-19 07:00:00,7.7,74.5,8.0,clear
2022-01-19 08:00:00,7.7,78.0,0.8,clear
2022-01-19 09:00:00,10.3,42.5,5.4,clear
2022-01-19 10:00:00,12.3,68.8,15.4,rain
2022-01-19 11:00:00,9.7,48.6,4.2,clear
2022-01-19 12:00:00,10.8,56.8,6.6,sleet
2022-01-19 13:00:00,10.3,47.5,1.8,rain
2022-01-19 14:00:00,7.8,57.9,4.9,rain
2022-01-19 15:00:00,7.6,44.3,12.8,clear
2022-01-19 16:00:00,7.9,70.2,18.0,clear
2022-01-19 17:00:00,8.7,57.5,22.6,clear
2022-01-19 18:00:00,4.0,63.5,17.4,clear
2022-01-19 19:00:00,6.6,82.5,10.2,clear
2022-01-19 20:00:00,4.9,65.3,17.8,sleet
2022-01-19 21:00:00,3.3,79.9,5.1,sleet
2022-01-19 22:00:00,3.4,51.3,11.2,clear
2022-01-19 23:00:00,-0.1,71.8,2.3,clear
2022-01-20 00:00:00,0.2,52.8,2.4,clear
2022-01-20 01:00:00,1.3,56.7,21.8,clear
2022-01-20 02:00:00,1.3,76.0,23.2,clear
2022-01-20 03:00:00,4.2,74.6,16.1,clear
2022-01-20 04:00:00,1.1,76.6,8.5,clear
2022-01-20 05:00:00,2.1,61.4,8.3,clear
2022-01-20 06:00:00,3.2,52.6,13.6,clear
2022-01-20 07:00:00,6.5,70.0,18.5,hail
2022-01-20 08:00:00,6.9,73.9,15.7,thunderstorm
2022-01-20 09:00:00,7.0,64.8,19.2,clear
2022-01-20 10:00:00,7.1,40.4,14.2,clear
2022-01-20 11:00:00,10.4,56.8,12.4,rain
2022-01-20 12:00:00,7.5,49.2,8.8,clear
2022-01-20 13:00:00,8.2,46.8,17.5,clear
2022-01-20 14:00:00,9.7,51.4,18.3,clear
2022-01-20 15:00:00,7.0,48.2,3.7,clear
2022-01-20 16:00:00,9.5,69.5,15.3,clear
2022-01-20 17:00:00,6.5,48.9,2.5,clear
2022-01-20 18:00:00,4.1,65.9,12.4,rain
2022-01-20 19:00:00,6.3,61.3,5.9,rain
2022-01-20 20:00:00,1.4,68.3,13.6,clear
2022-01-20 21:00:00,2.3,61.1,15.1,clear
2022-01-20 22:00:00,0.3,79.3,16.2,rain
2022-01-20 23:00:00,-2.7,67.4,1.3,clear
2022-01-21 00:00:00,-0.9,73.8,15.0,hail
2022-01-21 01:00:00,1.3,56.0,0.2,clear
2022-01-21 02:00:00,3.1,59.2,20.1,rain
2022-01-21 03:00:00,3.9,87.5,10.1,clear
2022-01-21 04:00:00,3.6,56.4,17.8,clear
2022-01-21 05:00:00,6.2,70.8,20.9,rain
2022-01-21 06:00:00,7.3,69.6,12.4,rain
2022-01-21 07:00:00,9.3,61.7,1.4,rain
2022-01-21 08:00:00,5.4,46.7,12.8,sleet
2022-01-21 09:00:00,9.5,62.9,9.5,clear
2022-01-21 10:00:00,10.9,52.9,9.8,clear
2022-01-21 11:00:00,11.4,64.0,12.9,clear
